identidad_genero;diversidad_sexual;rubro;origen_del_capital;puesto;maximo_nivel_de_formacion;trabajo;libertad_ser;sufrio_acoso;edicion;diversa;manager
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Hombre cis;NA;Transporte;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;NA;MInería;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Hombre cis;NA;Alimentos;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Comercio;Multinacional;Jefe;"Diplomado de
posgrado en curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;NA;NA;2021;NA;0
Mujer cis;NA;Tecnología;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Hombre cis;No;Consultoría;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;No;2021;0;0
Mujer cis;No;Industrias químicas;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;No;Otros;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;MInería;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;NA;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Servicios profesionales;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Educación;Nacional;Pasante;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Bancos y Finanzas;Nacional;HRBP;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;Si;Tecnología;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;1;1
Mujer cis;No;Otros;Multinacional;Responsable;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Oil & Gas;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;En desacuerdo;Si;2021;0;0
Mujer cis;No;Alimentos;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;NA;Comercio;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Hombre cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Hombre cis;No;Bancos y Finanzas;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Educación;Nacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;NA;Servicios profesionales;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Tecnología;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Consultoría;Multinacional;Responsable;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;No;Agro;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;NA;Comercio;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Otros;Nacional;Responsable;"Universitario
abandonado";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Servicios profesionales;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;NA;Tecnología;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Alimentos;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;Si;Bancos y Finanzas;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;De acuerdo;Si;2021;1;1
Mujer cis;No;Servicios de salud;Nacional;Responsable;Maestría en curso;Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;No;Otros;Multinacional;Analista;Secundario completo;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Otros;Multinacional;Jefe;Maestría completa;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Servicios de salud;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;1
Mujer cis;NA;Servicios de salud;Multinacional;HRBP;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Tecnología;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;NA;Metalurgia;Multinacional;Jefe;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Textil;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Mujer cis;Si;Bancos y Finanzas;Multinacional;Analista;Maestría completa;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;1;0
Hombre cis;NA;Consultoría;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Transporte;Nacional;Analista;Terciario completo;Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Tecnología;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;No;Bancos y Finanzas;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Hombre cis;NA;Comercio;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Hombre cis;Si;Tecnología;Nacional;Jefe;Maestría en curso;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;1;1
Mujer cis;No;Tecnología;Multinacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Autopartista;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Metalurgia;Multinacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;No;Transporte;Nacional;Jefe;"Universitario
abandonado";Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;NA;Otros;Nacional;Responsable;"Universitario
abandonado";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Comercio;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Hotelería;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;No;Educación;Nacional;Analista;Terciario completo;Relación de Dependencia;En desacuerdo;Si;2021;0;0
Mujer cis;No;Autopartista;Nacional;Analista;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Construcción;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Tecnología;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Alimentos;Nacional;Jefe;Maestría completa;Relación de Dependencia;De acuerdo;Si;2021;0;1
Mujer cis;NA;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Prefiero no responder;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Consultoría;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;En desacuerdo;No;2021;0;0
Mujer cis;No;Bancos y Finanzas;Nacional;Responsable;"Diplomado de
posgrado completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;1
Hombre cis;No;Construcción;Nacional;Analista;"Universitario
abandonado";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Oil & Gas;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Otros;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;En desacuerdo;No;2021;0;0
Mujer cis;No;Alimentos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;No;Agro;Nacional;Jefe;Maestría abandonada;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;NA;Transporte;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Alimentos;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;0
Mujer cis;No;Consultoría;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Alimentos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Otros;Nacional;Responsable;Terciario completo;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;No;Servicios de salud;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;De acuerdo;Si;2021;0;0
Mujer cis;No;Alimentos;Nacional;Responsable;Secundario completo;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;No;Hotelería;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Hombre cis;No;Tecnología;Nacional;Analista;"Universitario
abandonado";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Función pública;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente en desacuerdo;No;2021;0;0
Hombre cis;NA;Tecnología;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Servicios de salud;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;De acuerdo;No;2021;0;0
Prefiero no responder;Prefiero no responder;Agro;Multinacional;Gerente;Secundario completo;Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado en curso";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Servicios de salud;Nacional;Jefe;Maestría en curso;Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Hombre cis;No;Correos;Multinacional;Gerente;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;NA;NA;2021;NA;0
Hombre cis;No;Tecnología;Nacional;Responsable;Terciario completo;Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Comercio;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;0
Hombre cis;No;Tecnología;Nacional;HRBP;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Hombre cis;No;Tecnología;Multinacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado en curso";Freelance;NA;NA;2021;NA;0
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;NA;Consultoría;Multinacional;Gerente;"Diplomado de
posgrado en curso";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;NA;NA;2021;NA;0
Mujer cis;Si;Bancos y Finanzas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;1;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario
abandonado";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;No;Alimentos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Hombre cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Mujer cis;No;Comercio;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Oil & Gas;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Función pública;Nacional;Pasante;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado en curso";Freelance;NA;NA;2021;NA;0
Hombre cis;NA;Comercio;Nacional;Jefe;Maestría en curso;Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Correos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;NA;Tecnología;Multinacional;Gerente;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Servicios profesionales;Multinacional;HRBP;"Universitario en
curso";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Hombre cis;NA;Oil & Gas;Nacional;HRBP;Maestría en curso;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;No;Oil & Gas;Multinacional;Gerente;Terciario completo;Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;Tecnología;Multinacional;HRBP;Maestría en curso;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Comercio;Nacional;Gerente;Maestría completa;Relación de Dependencia;De acuerdo;No;2021;0;1
Mujer cis;No;MInería;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Mujer cis;NA;Servicios de salud;Multinacional;Gerente;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Tabaco;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;No;Agro;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;1
Mujer cis;NA;Comercio;Multinacional;Gerente;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;No;Servicios de salud;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Otros;Nacional;Administrativo;Terciario completo;Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Servicios de salud;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;MInería;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Hombre cis;NA;Alimentos;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Mujer cis;No;Metalurgia;Multinacional;Gerente;Maestría completa;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;1
Mujer cis;NA;Consultoría Freelance;NA;Consultor Freelance;"Diplomado de
posgrado completo";Freelance;NA;NA;2021;NA;0
Hombre cis;NA;Consultoría;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Servicios Públicos;Nacional;Analista;"Diplomado de
posgrado completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Servicios profesionales;Nacional;Analista;"Universitario
abandonado";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;NA;Oil & Gas;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;No;Industrias químicas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;Totalmente de acuerdo;Si;2021;0;0
Mujer cis;No;Otros;Nacional;HRBP;Maestría completa;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
Mujer cis;NA;Bancos y Finanzas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;0
Mujer cis;NA;Tecnología;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;NA;NA;2021;NA;1
Hombre cis;No;Construcción;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;Ni de acuerdo ni en desacuerdo;No;2021;0;1
Hombre cis;No;Correos;Multinacional;Analista;Maestría en curso;Relación de Dependencia;Totalmente de acuerdo;No;2021;0;0
Hombre cis;No;Oil & Gas;Multinacional;HRBP;Maestría en curso;Relación de Dependencia;De acuerdo;No;2021;0;0
Mujer cis;No;Función pública;Nacional;Analista;Maestría en curso;Relación de Dependencia;Ni de acuerdo ni en desacuerdo;Si;2021;0;0
